TimeStamp: 2022/01/18 19:29:14.688684, ElapsedTime[s]: 114.311, Temperature[degC]: 19.40032, Humidity[%]: 56.44159
TimeStamp: 2022/01/18 19:38:10.669022, ElapsedTime[s]: 650.291, Temperature[degC]: 19.64065, Humidity[%]: 47.20226
TimeStamp: 2022/01/18 19:38:12.2026, ElapsedTime[s]: 651.623, Temperature[degC]: 19.65667, Humidity[%]: 47.24041
TimeStamp: 2022/01/18 19:38:13.331540, ElapsedTime[s]: 652.953, Temperature[degC]: 19.6273, Humidity[%]: 47.19921
TimeStamp: 2022/01/18 19:38:14.663618, ElapsedTime[s]: 654.285, Temperature[degC]: 19.6273, Humidity[%]: 47.19921
TimeStamp: 2022/01/18 19:38:15.995971, ElapsedTime[s]: 655.618, Temperature[degC]: 19.61395, Humidity[%]: 47.19768
TimeStamp: 2022/01/18 19:38:17.328104, ElapsedTime[s]: 656.95, Temperature[degC]: 19.64065, Humidity[%]: 47.11986
TimeStamp: 2022/01/18 19:38:18.659464, ElapsedTime[s]: 658.281, Temperature[degC]: 19.64065, Humidity[%]: 47.16106
TimeStamp: 2022/01/18 19:38:19.991513, ElapsedTime[s]: 659.613, Temperature[degC]: 19.6273, Humidity[%]: 47.17174
TimeStamp: 2022/01/18 19:38:21.322553, ElapsedTime[s]: 660.944, Temperature[degC]: 19.6273, Humidity[%]: 47.14733
TimeStamp: 2022/01/18 19:38:22.653826, ElapsedTime[s]: 662.276, Temperature[degC]: 19.64065, Humidity[%]: 47.13512
TimeStamp: 2022/01/18 19:38:23.986459, ElapsedTime[s]: 663.608, Temperature[degC]: 19.64065, Humidity[%]: 47.10765
TimeStamp: 2022/01/18 19:38:25.319017, ElapsedTime[s]: 664.941, Temperature[degC]: 19.6273, Humidity[%]: 47.10613
TimeStamp: 2022/01/18 19:38:26.650924, ElapsedTime[s]: 666.273, Temperature[degC]: 19.64065, Humidity[%]: 47.09392
TimeStamp: 2022/01/18 19:38:27.986300, ElapsedTime[s]: 667.608, Temperature[degC]: 19.6273, Humidity[%]: 47.09392
TimeStamp: 2022/01/18 19:38:29.318535, ElapsedTime[s]: 668.94, Temperature[degC]: 19.64065, Humidity[%]: 47.10765
TimeStamp: 2022/01/18 19:38:30.650993, ElapsedTime[s]: 670.273, Temperature[degC]: 19.6273, Humidity[%]: 47.09392
TimeStamp: 2022/01/18 19:38:31.983946, ElapsedTime[s]: 671.605, Temperature[degC]: 19.65667, Humidity[%]: 47.0573
TimeStamp: 2022/01/18 19:38:33.316025, ElapsedTime[s]: 672.938, Temperature[degC]: 19.64065, Humidity[%]: 47.14885
TimeStamp: 2022/01/18 19:38:34.648278, ElapsedTime[s]: 674.2711, Temperature[degC]: 19.6273, Humidity[%]: 47.08019
TimeStamp: 2022/01/18 19:38:35.981809, ElapsedTime[s]: 675.603, Temperature[degC]: 19.64065, Humidity[%]: 47.06951
TimeStamp: 2022/01/18 19:38:37.314785, ElapsedTime[s]: 676.936, Temperature[degC]: 19.61395, Humidity[%]: 47.09239
TimeStamp: 2022/01/18 19:38:38.646561, ElapsedTime[s]: 678.269, Temperature[degC]: 19.6273, Humidity[%]: 47.09392
TimeStamp: 2022/01/18 19:38:39.982476, ElapsedTime[s]: 679.604, Temperature[degC]: 19.61395, Humidity[%]: 47.10613
TimeStamp: 2022/01/18 19:38:41.314750, ElapsedTime[s]: 680.936, Temperature[degC]: 19.6273, Humidity[%]: 47.11986
TimeStamp: 2022/01/18 19:38:42.646059, ElapsedTime[s]: 682.268, Temperature[degC]: 19.6273, Humidity[%]: 47.08019
TimeStamp: 2022/01/18 19:38:43.979805, ElapsedTime[s]: 683.601, Temperature[degC]: 19.65667, Humidity[%]: 47.14885
TimeStamp: 2022/01/18 19:38:45.312126, ElapsedTime[s]: 684.934, Temperature[degC]: 19.61395, Humidity[%]: 47.03899
TimeStamp: 2022/01/18 19:38:46.644187, ElapsedTime[s]: 686.266, Temperature[degC]: 19.60059, Humidity[%]: 47.08934
TimeStamp: 2022/01/18 19:38:47.977726, ElapsedTime[s]: 687.599, Temperature[degC]: 19.61395, Humidity[%]: 47.10613
TimeStamp: 2022/01/18 19:38:49.308900, ElapsedTime[s]: 688.931, Temperature[degC]: 19.61395, Humidity[%]: 47.08019
TimeStamp: 2022/01/18 19:38:50.642293, ElapsedTime[s]: 690.263, Temperature[degC]: 19.64065, Humidity[%]: 47.04204
TimeStamp: 2022/01/18 19:38:51.973530, ElapsedTime[s]: 691.595, Temperature[degC]: 19.61395, Humidity[%]: 47.03899
TimeStamp: 2022/01/18 19:38:53.305900, ElapsedTime[s]: 692.928, Temperature[degC]: 19.64065, Humidity[%]: 47.0573
TimeStamp: 2022/01/18 19:38:54.638519, ElapsedTime[s]: 694.26, Temperature[degC]: 19.61395, Humidity[%]: 47.09239
TimeStamp: 2022/01/18 19:38:55.970691, ElapsedTime[s]: 695.592, Temperature[degC]: 19.6273, Humidity[%]: 47.05577
TimeStamp: 2022/01/18 19:38:57.302888, ElapsedTime[s]: 696.925, Temperature[degC]: 19.6273, Humidity[%]: 47.00237
TimeStamp: 2022/01/18 19:38:58.637999, ElapsedTime[s]: 698.259, Temperature[degC]: 19.64065, Humidity[%]: 47.02983
TimeStamp: 2022/01/18 19:38:59.970642, ElapsedTime[s]: 699.593, Temperature[degC]: 19.6273, Humidity[%]: 47.00237
TimeStamp: 2022/01/18 19:39:01.302836, ElapsedTime[s]: 700.931, Temperature[degC]: 19.6273, Humidity[%]: 46.96117
TimeStamp: 2022/01/18 19:39:02.642609, ElapsedTime[s]: 702.269, Temperature[degC]: 19.6273, Humidity[%]: 46.95049
TimeStamp: 2022/01/18 19:39:03.979797, ElapsedTime[s]: 703.607, Temperature[degC]: 19.61395, Humidity[%]: 46.92302
TimeStamp: 2022/01/18 19:39:05.317262, ElapsedTime[s]: 704.944, Temperature[degC]: 19.61395, Humidity[%]: 46.90929
TimeStamp: 2022/01/18 19:39:06.654862, ElapsedTime[s]: 706.285, Temperature[degC]: 19.60059, Humidity[%]: 46.8925
TimeStamp: 2022/01/18 19:39:07.996894, ElapsedTime[s]: 707.624, Temperature[degC]: 19.61395, Humidity[%]: 46.90929
TimeStamp: 2022/01/18 19:39:09.335542, ElapsedTime[s]: 708.966, Temperature[degC]: 19.61395, Humidity[%]: 46.89556
TimeStamp: 2022/01/18 19:39:10.677574, ElapsedTime[s]: 710.299, Temperature[degC]: 19.58457, Humidity[%]: 46.85436
TimeStamp: 2022/01/18 19:39:12.9435, ElapsedTime[s]: 711.631, Temperature[degC]: 19.6273, Humidity[%]: 46.88335
TimeStamp: 2022/01/18 19:39:13.339910, ElapsedTime[s]: 712.9611, Temperature[degC]: 19.60059, Humidity[%]: 46.90929
TimeStamp: 2022/01/18 19:39:14.673031, ElapsedTime[s]: 714.295, Temperature[degC]: 19.6273, Humidity[%]: 46.92455
TimeStamp: 2022/01/18 19:39:16.4910, ElapsedTime[s]: 715.627, Temperature[degC]: 19.6273, Humidity[%]: 46.95049
TimeStamp: 2022/01/18 19:39:17.335357, ElapsedTime[s]: 716.957, Temperature[degC]: 19.61395, Humidity[%]: 46.93676
TimeStamp: 2022/01/18 19:39:18.667560, ElapsedTime[s]: 718.289, Temperature[degC]: 19.6273, Humidity[%]: 46.89708
TimeStamp: 2022/01/18 19:39:19.999841, ElapsedTime[s]: 719.623, Temperature[degC]: 19.61395, Humidity[%]: 46.90929
TimeStamp: 2022/01/18 19:39:21.334242, ElapsedTime[s]: 720.956, Temperature[degC]: 19.60059, Humidity[%]: 46.90929
TimeStamp: 2022/01/18 19:39:22.666155, ElapsedTime[s]: 722.288, Temperature[degC]: 19.61395, Humidity[%]: 46.88182
TimeStamp: 2022/01/18 19:39:23.998812, ElapsedTime[s]: 723.621, Temperature[degC]: 19.6273, Humidity[%]: 46.88335
TimeStamp: 2022/01/18 19:39:25.332339, ElapsedTime[s]: 724.954, Temperature[degC]: 19.61395, Humidity[%]: 46.89556
TimeStamp: 2022/01/18 19:39:26.665291, ElapsedTime[s]: 726.287, Temperature[degC]: 19.6273, Humidity[%]: 46.91082
TimeStamp: 2022/01/18 19:39:27.997416, ElapsedTime[s]: 727.622, Temperature[degC]: 19.6273, Humidity[%]: 46.93676
TimeStamp: 2022/01/18 19:39:29.332102, ElapsedTime[s]: 728.954, Temperature[degC]: 19.64065, Humidity[%]: 46.92455
TimeStamp: 2022/01/18 19:39:30.664399, ElapsedTime[s]: 730.286, Temperature[degC]: 19.6273, Humidity[%]: 46.93676
TimeStamp: 2022/01/18 19:39:31.997319, ElapsedTime[s]: 731.619, Temperature[degC]: 19.60059, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:39:33.329770, ElapsedTime[s]: 732.951, Temperature[degC]: 19.61395, Humidity[%]: 47.01458
TimeStamp: 2022/01/18 19:39:34.661034, ElapsedTime[s]: 734.283, Temperature[degC]: 19.61395, Humidity[%]: 46.98864
TimeStamp: 2022/01/18 19:39:35.994396, ElapsedTime[s]: 735.6171, Temperature[degC]: 19.61395, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:39:37.328332, ElapsedTime[s]: 736.95, Temperature[degC]: 19.61395, Humidity[%]: 47.02526
TimeStamp: 2022/01/18 19:39:38.660064, ElapsedTime[s]: 738.282, Temperature[degC]: 19.60059, Humidity[%]: 47.02526
TimeStamp: 2022/01/18 19:39:39.993212, ElapsedTime[s]: 739.614, Temperature[degC]: 19.61395, Humidity[%]: 47.05272
TimeStamp: 2022/01/18 19:39:41.325376, ElapsedTime[s]: 740.9481, Temperature[degC]: 19.61395, Humidity[%]: 47.05272
TimeStamp: 2022/01/18 19:39:42.657464, ElapsedTime[s]: 742.2791, Temperature[degC]: 19.6273, Humidity[%]: 47.05577
TimeStamp: 2022/01/18 19:39:43.989207, ElapsedTime[s]: 743.611, Temperature[degC]: 19.60059, Humidity[%]: 47.05272
TimeStamp: 2022/01/18 19:39:45.321548, ElapsedTime[s]: 744.943, Temperature[degC]: 19.61395, Humidity[%]: 46.98864
TimeStamp: 2022/01/18 19:39:46.656827, ElapsedTime[s]: 746.279, Temperature[degC]: 19.61395, Humidity[%]: 47.05272
TimeStamp: 2022/01/18 19:39:47.989810, ElapsedTime[s]: 747.611, Temperature[degC]: 19.58457, Humidity[%]: 47.01
TimeStamp: 2022/01/18 19:39:49.322192, ElapsedTime[s]: 748.944, Temperature[degC]: 19.61395, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:39:50.653949, ElapsedTime[s]: 750.276, Temperature[degC]: 19.61395, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:39:51.986558, ElapsedTime[s]: 751.608, Temperature[degC]: 19.61395, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:39:53.318963, ElapsedTime[s]: 752.941, Temperature[degC]: 19.60059, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:39:54.652025, ElapsedTime[s]: 754.274, Temperature[degC]: 19.61395, Humidity[%]: 46.94744
TimeStamp: 2022/01/18 19:39:55.984238, ElapsedTime[s]: 755.606, Temperature[degC]: 19.61395, Humidity[%]: 46.89556
TimeStamp: 2022/01/18 19:39:57.317431, ElapsedTime[s]: 756.939, Temperature[degC]: 19.60059, Humidity[%]: 46.91997
TimeStamp: 2022/01/18 19:39:58.649000, ElapsedTime[s]: 758.274, Temperature[degC]: 19.61395, Humidity[%]: 46.92302
TimeStamp: 2022/01/18 19:39:59.986037, ElapsedTime[s]: 759.607, Temperature[degC]: 19.61395, Humidity[%]: 46.89556
TimeStamp: 2022/01/18 19:40:01.319245, ElapsedTime[s]: 760.948, Temperature[degC]: 19.61395, Humidity[%]: 46.92302
TimeStamp: 2022/01/18 19:40:02.657820, ElapsedTime[s]: 762.285, Temperature[degC]: 19.60059, Humidity[%]: 46.8925
TimeStamp: 2022/01/18 19:40:03.996161, ElapsedTime[s]: 763.623, Temperature[degC]: 19.61395, Humidity[%]: 46.88182
TimeStamp: 2022/01/18 19:40:05.333915, ElapsedTime[s]: 764.96, Temperature[degC]: 19.64065, Humidity[%]: 46.92455
TimeStamp: 2022/01/18 19:40:06.670966, ElapsedTime[s]: 766.3021, Temperature[degC]: 19.60059, Humidity[%]: 46.90929
TimeStamp: 2022/01/18 19:40:08.13477, ElapsedTime[s]: 767.64, Temperature[degC]: 19.61395, Humidity[%]: 46.92302
TimeStamp: 2022/01/18 19:40:09.348876, ElapsedTime[s]: 768.979, Temperature[degC]: 19.61395, Humidity[%]: 46.94744
TimeStamp: 2022/01/18 19:40:10.690799, ElapsedTime[s]: 770.312, Temperature[degC]: 19.6273, Humidity[%]: 46.97795
TimeStamp: 2022/01/18 19:40:12.24119, ElapsedTime[s]: 771.646, Temperature[degC]: 19.60059, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:40:13.354505, ElapsedTime[s]: 772.976, Temperature[degC]: 19.6273, Humidity[%]: 46.96117
TimeStamp: 2022/01/18 19:40:14.686874, ElapsedTime[s]: 774.308, Temperature[degC]: 19.6273, Humidity[%]: 46.97795
TimeStamp: 2022/01/18 19:40:16.19852, ElapsedTime[s]: 775.642, Temperature[degC]: 19.61395, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:40:17.353338, ElapsedTime[s]: 776.975, Temperature[degC]: 19.61395, Humidity[%]: 46.9749
TimeStamp: 2022/01/18 19:40:18.685556, ElapsedTime[s]: 778.307, Temperature[degC]: 19.60059, Humidity[%]: 46.9337
TimeStamp: 2022/01/18 19:40:20.18228, ElapsedTime[s]: 779.639, Temperature[degC]: 19.60059, Humidity[%]: 46.95964
TimeStamp: 2022/01/18 19:40:21.349498, ElapsedTime[s]: 780.9721, Temperature[degC]: 19.60059, Humidity[%]: 46.95964
TimeStamp: 2022/01/18 19:40:22.683636, ElapsedTime[s]: 782.305, Temperature[degC]: 19.60059, Humidity[%]: 46.9337
TimeStamp: 2022/01/18 19:40:24.16438, ElapsedTime[s]: 783.638, Temperature[degC]: 19.60059, Humidity[%]: 46.90929
TimeStamp: 2022/01/18 19:40:25.348012, ElapsedTime[s]: 784.97, Temperature[degC]: 19.61395, Humidity[%]: 46.93676
TimeStamp: 2022/01/18 19:40:26.680223, ElapsedTime[s]: 786.302, Temperature[degC]: 19.6273, Humidity[%]: 46.91082
TimeStamp: 2022/01/18 19:40:28.12067, ElapsedTime[s]: 787.634, Temperature[degC]: 19.61395, Humidity[%]: 46.86962
TimeStamp: 2022/01/18 19:40:29.343222, ElapsedTime[s]: 788.968, Temperature[degC]: 19.60059, Humidity[%]: 46.91997
TimeStamp: 2022/01/18 19:40:30.678298, ElapsedTime[s]: 790.3, Temperature[degC]: 19.60059, Humidity[%]: 46.86809
TimeStamp: 2022/01/18 19:40:32.11821, ElapsedTime[s]: 791.633, Temperature[degC]: 19.61395, Humidity[%]: 46.86962
TimeStamp: 2022/01/18 19:40:33.342729, ElapsedTime[s]: 792.965, Temperature[degC]: 19.60059, Humidity[%]: 46.83147
TimeStamp: 2022/01/18 19:40:34.675971, ElapsedTime[s]: 794.298, Temperature[degC]: 19.57122, Humidity[%]: 46.84062
TimeStamp: 2022/01/18 19:40:36.7043, ElapsedTime[s]: 795.629, Temperature[degC]: 19.60059, Humidity[%]: 46.84215
TimeStamp: 2022/01/18 19:40:37.337781, ElapsedTime[s]: 796.959, Temperature[degC]: 19.61395, Humidity[%]: 46.83147
TimeStamp: 2022/01/18 19:40:38.669242, ElapsedTime[s]: 798.291, Temperature[degC]: 19.61395, Humidity[%]: 46.86962
TimeStamp: 2022/01/18 19:40:40.2140, ElapsedTime[s]: 799.624, Temperature[degC]: 19.57122, Humidity[%]: 46.87725
TimeStamp: 2022/01/18 19:40:41.331329, ElapsedTime[s]: 800.953, Temperature[degC]: 19.6273, Humidity[%]: 46.95049
TimeStamp: 2022/01/18 19:40:42.663524, ElapsedTime[s]: 802.285, Temperature[degC]: 19.61395, Humidity[%]: 46.89556
TimeStamp: 2022/01/18 19:40:43.996179, ElapsedTime[s]: 803.618, Temperature[degC]: 19.60059, Humidity[%]: 46.91997
TimeStamp: 2022/01/18 19:40:45.329131, ElapsedTime[s]: 804.951, Temperature[degC]: 19.61395, Humidity[%]: 46.92302
TimeStamp: 2022/01/18 19:40:46.660690, ElapsedTime[s]: 806.282, Temperature[degC]: 19.60059, Humidity[%]: 46.86809
